OP_CARRIER_ID,AIRLINE_MEAN_DELAY
12,13.123839053170567
1,12.961298053312904
13,17.03824494731387
16,14.999699509970105
6,9.200004694449987
3,19.037986596190834
5,15.502622359991848
15,15.927191707558075
9,10.146836551621245
17,17.087092539314543
4,19.92835533764056
8,11.122940333969805
7,14.53894538340341
10,17.54425438487919
11,6.141249479281531
14,15.248723577957978
0,13.541425294995834
18,12.82281771987142
